Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
736,5007370-1,2022,"['71741-1', '41101-1', '3188-1', '3315-1', '41406-1']",City: Happy To Help!,https://cdn.rebrickable.com/media/sets/5007370-1.jpg,497,Books,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.3862308568694,472.7616469584449
737,5007372-1,2021,"['5907762001021-1', '9780794449261-1', '9780794451110-1', '9781338311471-1', '9782378891138-1']",Harry Potter: Wizarding Duels: Potter vs Malfoy,https://cdn.rebrickable.com/media/sets/5007372-1.jpg,497,Books,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.2569058820316,394.5208071144202
738,5007373-1,2021,"['5007372-1', '5907762001021-1', '9780794451110-1', '9781338311471-1', '9781780557885-1']",Harry Potter: Let's Play Quidditch,https://cdn.rebrickable.com/media/sets/5007373-1.jpg,497,Books,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.0814413038632,385.18355986031145
739,5007524-1,2021,"['71754-1', '41751-1', '41410-1', '41704-1', '41058-1']",Minifigure Mission,https://cdn.rebrickable.com/media/sets/5007524-1.jpg,497,Books,10,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.0441444456568,379.36211730583256
740,5007542-1,2021,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",5-Minute Builds,https://cdn.rebrickable.com/media/sets/5007542-1.jpg,497,Books,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.4782732499202,384.3088768933876
741,5007543-1,2020,"['71741-1', '41101-1', '71799-1', '3315-1', '41038-1']",City: Cop vs. Robber,https://cdn.rebrickable.com/media/sets/5007543-1.jpg,497,Books,16,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.0891918575125,479.0045661777518
742,5007551-1,2022,"['71736-1', '41436-1', '41435-1', '41421-1', '41423-1']",Jurassic World: Activity Landscape Box,https://cdn.rebrickable.com/media/sets/5007551-1.jpg,497,Books,14,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.6708970756419,377.7873646496054
743,5007552-1,2022,"['71741-1', '41101-1', '71799-1', '71705-1', '41449-1']",Build and Stick: Custom Cars,https://cdn.rebrickable.com/media/sets/5007552-1.jpg,497,Books,50,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.88543384800016,377.7865741768055
744,5007553-1,2022,"['71741-1', '71705-1', '71799-1', '71754-1', '71767-1']",Ninjago: Build And Stick: NINJAGO Dragons,https://cdn.rebrickable.com/media/sets/5007553-1.jpg,497,Books,49,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.2811119474472,412.5046759175488
745,5007554-1,2022,"['71741-1', '71799-1', '71705-1', '41737-1', '41130-1']",5 Minute Harry Potter Builds,https://cdn.rebrickable.com/media/sets/5007554-1.jpg,497,Books,65,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.658966271854,507.61900254693
746,5007580-1,2022,"['71741-1', '41401-1', '41434-1', '41436-1', '41732-1']",Party Ideas,https://cdn.rebrickable.com/media/sets/5007580-1.jpg,497,Books,25,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.0796464103519,414.6341730929661
747,5007581-1,2022,"['71741-1', '71799-1', '71735-1', '41407-1', '41670-1']",Meet The Minifigures,https://cdn.rebrickable.com/media/sets/5007581-1.jpg,497,Books,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.0405243867708,416.6849439057629
748,5007613-1,2022,"['75103-1', '75037-1', '75045-1', '75053-1', '75092-1']",Star Wars: Awesome Vehicles,https://cdn.rebrickable.com/media/sets/5007613-1.jpg,497,Books,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.02366700433134,368.6230731434467
749,5007614-1,2020,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Jurassic World: Build Your Own Adventure,https://cdn.rebrickable.com/media/sets/5007614-1.jpg,497,Books,63,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.7965676844318,372.7069634833038
750,5007615-1,2022,"['9780794449261-1', 'HPBOOK-1', '9781780559773-1', '3467702-1', '5005905-1']",Harry Potter: A Spellbinding Guide to Hogwarts Houses,https://cdn.rebrickable.com/media/sets/5007615-1.jpg,497,Books,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.6991349275551,440.6122059011082
751,5007701-1,2023,"['71741-1', '71799-1', '41732-1', '41101-1', '41748-1']",Ideas on the Go,https://cdn.rebrickable.com/media/sets/5007701-1.jpg,497,Books,32,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.23307808772927,479.79897529533326
752,5007708-1,2021,"['71741-1', '71799-1', '41130-1', '41101-1', '71705-1']",City: Go Extreme!,https://cdn.rebrickable.com/media/sets/5007708-1.jpg,497,Books,21,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.5970407917568,415.2742165565279
753,5007709-1,2021,"['71741-1', '71799-1', '41711-1', '75290-1', '41748-1']",DOTS: Secret Coding Fun,https://cdn.rebrickable.com/media/sets/5007709-1.jpg,497,Books,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.5547851112533,400.4531775414365
754,5007766-1,2022,"['71741-1', '41400-1', '3315-1', '41008-1', '41130-1']",Build Your Own LEGO Escape Room,https://cdn.rebrickable.com/media/sets/5007766-1.jpg,497,Books,51,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.4013414779583,486.99048480339655
755,5007857-1,2021,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Ninjago Legacy: Golden Ninja,https://cdn.rebrickable.com/media/sets/5007857-1.jpg,497,Books,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.5623406375676,462.8752166335408
756,5007860-1,2022,"['9780794447526-1', '9781780559520-1', '9788325334659-1']",DC Comics Super Heroes: Gotham City's New Defender,https://cdn.rebrickable.com/media/sets/5007860-1.jpg,497,Books,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.68916540384606,488.7276321101268
757,5007861-1,2022,"['70653-1', '71705-1', '71736-1', '70603-1', '70655-1']",Jurassic World: Adventures of a Dino Expert!,https://cdn.rebrickable.com/media/sets/5007861-1.jpg,497,Books,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.4450845294473,432.241750265174
758,5007945-1,2023,"['41401-1', '41704-1', '41414-1', '41702-1', '41426-1']",Friends: Play Stories,https://cdn.rebrickable.com/media/sets/5007945-1.jpg,497,Books,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.9837359311314,429.0949059675748
759,5007946-1,2023,"['71741-1', '71705-1', '71767-1', '71754-1', '71737-1']",Ninjago: Play Stories,https://cdn.rebrickable.com/media/sets/5007946-1.jpg,497,Books,28,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.7669036806942,441.89503855994064
760,5026469771003-1,2023,"['5026469771003-2', 'VIPPACKAGE-1']",Harry Potter: Amazing Starter Pack,https://cdn.rebrickable.com/media/sets/5026469771003-1.jpg,497,Books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.39792210169657,496.9679972565463
761,5026469771003-2,2023,"['5026469771003-1', 'VIPPACKAGE-1']",Harry Potter: Amazing Starter Pack (CO-OP Special),https://cdn.rebrickable.com/media/sets/5026469771003-2.jpg,497,Books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.2104515832238,395.6930201854751
762,502646981200301-1,2023,['502646981200301-2'],Harry Potter: Extra Sticker Pack (CO-OP Special),https://cdn.rebrickable.com/media/sets/502646981200301-1.jpg,497,Books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.6939251745338,426.5270552815019
763,502646981200301-2,2023,['502646981200301-1'],Harry Potter: Extra Sticker Pack,https://cdn.rebrickable.com/media/sets/502646981200301-2.jpg,497,Books,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.3666021798914,375.1032502091813
764,55555-1,2017,"['71741-1', '71799-1', '41101-1', '41130-1', '41449-1']",Star Wars Mini Millennium Falcon,https://cdn.rebrickable.com/media/sets/55555-1.jpg,158,Star Wars,20,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.2764071841472,291.22348915858066
765,561407-1,2014,"['71741-1', '41101-1', '71799-1', '41449-1', '41668-1']",Charlie The Puppy,https://cdn.rebrickable.com/media/sets/561407-1.jpg,494,Friends,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.9405300306749,442.08888789818695
766,561408-1,2014,"['71741-1', '41101-1', '71799-1', '3315-1', '41130-1']",Summer Beach,https://cdn.rebrickable.com/media/sets/561408-1.jpg,494,Friends,27,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.31705508221387,354.53936171108325
767,561409-1,2014,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Cookie Kitchen,https://cdn.rebrickable.com/media/sets/561409-1.jpg,494,Friends,28,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.91713149372404,465.4755724561184
768,561410-1,2014,"['71741-1', '41101-1', '3315-1', '41130-1', '41008-1']",Halloween Toy Shop,https://cdn.rebrickable.com/media/sets/561410-1.jpg,494,Friends,29,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.78294573844065,408.46507717765536
769,561411-1,2014,"['71741-1', '41101-1', '41130-1', '71799-1', '3315-1']",Cute Kitten,https://cdn.rebrickable.com/media/sets/561411-1.jpg,494,Friends,24,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.1214178337767,261.0078102167208
770,561412-1,2014,"['71741-1', '41101-1', '41130-1', '71799-1', '71705-1']",Christmas Tree,https://cdn.rebrickable.com/media/sets/561412-1.jpg,494,Friends,35,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.66401974857668,318.70701809096755
771,561501-1,2015,"['71741-1', '71799-1', '41008-1', '3315-1', '71705-1']",Penguin Ice Slide,https://cdn.rebrickable.com/media/sets/561501-1.jpg,494,Friends,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.06728936266305,417.6717065318834
772,561502-1,2015,"['41101-1', '71741-1', '41449-1', '3315-1', '71799-1']",Dressing Table,https://cdn.rebrickable.com/media/sets/561502-1.jpg,494,Friends,22,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.32585414655597,330.95587172726425
773,561503-1,2015,"['71741-1', '41400-1', '3315-1', '41130-1', '41008-1']",Bunny And Garden,https://cdn.rebrickable.com/media/sets/561503-1.jpg,494,Friends,18,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.26882400753752,389.5787400285925
774,561504-1,2015,"['71741-1', '41101-1', '41130-1', '3315-1', '71799-1']",Party And Cake,https://cdn.rebrickable.com/media/sets/561504-1.jpg,494,Friends,23,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.56138160467592,505.6197886169375
775,561505-1,2015,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Picnic Set,https://cdn.rebrickable.com/media/sets/561505-1.jpg,494,Friends,21,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.62856681457168,477.52526132735846
776,561506-1,2015,"['71741-1', '41101-1', '41130-1', '71799-1', '3315-1']",Sweet Garden And Kitchen,https://cdn.rebrickable.com/media/sets/561506-1.jpg,494,Friends,23,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.94059915310598,323.05810333945624
777,561507-1,2015,"['71741-1', '3315-1', '41130-1', '41101-1', '41400-1']",Garden And Wheelbarrow,https://cdn.rebrickable.com/media/sets/561507-1.jpg,494,Friends,20,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.04790675985623,484.42710428351495
778,561508-1,2015,"['71741-1', '41101-1', '71799-1', '41130-1', '41449-1']",Turtle in the Tropics,https://cdn.rebrickable.com/media/sets/561508-1.jpg,494,Friends,19,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72736115871197,388.8689374288379
779,561509-1,2015,"['71741-1', '41101-1', '71799-1', '41130-1', '41400-1']",Guitar And Stage,https://cdn.rebrickable.com/media/sets/561509-1.jpg,494,Friends,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6740184889917,406.85971911912895
780,561510-1,2015,"['71741-1', '41101-1', '3315-1', '41130-1', '71799-1']",Trick Or Treat,https://cdn.rebrickable.com/media/sets/561510-1.jpg,494,Friends,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.45019345754417,313.8593050073057
781,561511-1,2015,"['71741-1', '41101-1', '41130-1', '71799-1', '3315-1']",Hedgehog In The Woods,https://cdn.rebrickable.com/media/sets/561511-1.jpg,494,Friends,20,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.13546459901738,371.8531148585877
782,561512-1,2015,"['71741-1', '41101-1', '3315-1', '41130-1', '41400-1']",Winter Fun,https://cdn.rebrickable.com/media/sets/561512-1.jpg,494,Friends,24,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.45517491495318,312.79516314799736
783,561601-1,2016,"['71741-1', '3315-1', '41130-1', '41101-1', '71799-1']",Baby Parrot And Nest,https://cdn.rebrickable.com/media/sets/561601-1.jpg,494,Friends,16,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.85419092923767,285.01754878351323
