,set_num,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945
37,34607703-1,"['41435-1', '70727-1', '71741-1', '5007551-1', '5007614-1']",Jurassic World: Rainn Delacourt - Time to play!,https://cdn.rebrickable.com/media/sets/34607703-1.jpg,497,Books,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3467702-1,"['71741-1', '41400-1', '3315-1', '41008-1', '41130-1']",Harry Potter. Time to play!,https://cdn.rebrickable.com/media/sets/3467702-1.jpg,497,Books,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5002773-1,"['71741-1', '71799-1', '41101-1', '41130-1', '3315-1']",Legends of Chima: Brickmaster: The Quest for CHI,https://cdn.rebrickable.com/media/sets/5002773-1.jpg,497,Books,187,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5002887-3,[],The LEGO Book - New Edition,https://cdn.rebrickable.com/media/sets/5002887-3.jpg,497,Books,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5002890-1,"['71741-1', '41101-1', '3315-1', '71799-1', '41130-1']",Friends: Brickmaster: Treasure Hunt in Heartlake City,https://cdn.rebrickable.com/media/sets/5002890-1.jpg,497,Books,103,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5004103-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Star Wars: Brickmaster: Battle for the Stolen Crystals,https://cdn.rebrickable.com/media/sets/5004103-1.jpg,497,Books,191,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5004197-1,"['41412-1', '41434-1', '41435-1', '41437-1', '41438-1']",Friends: Character Encyclopedia,https://cdn.rebrickable.com/media/sets/5004197-1.jpg,497,Books,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5004803-1,"['70724-1', '70726-1', '71741-1', '71799-1', '6211-1']",Ninjago: Nindroids Attack!,https://cdn.rebrickable.com/media/sets/5004803-1.jpg,497,Books,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5004852-1,"['41412-1', '41434-1', '41435-1', '41437-1', '41438-1']",Friends: The Adventure Guide,https://cdn.rebrickable.com/media/sets/5004852-1.jpg,497,Books,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5005040-1,"['41751-1', '30633-1', '41058-1', '41704-1', '5006824-1']",I Love That Minifigure,https://cdn.rebrickable.com/media/sets/5005040-1.jpg,497,Books,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5005159-1,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",Star Wars: Build Your Own Adventure,https://cdn.rebrickable.com/media/sets/5005159-1.jpg,497,Books,73,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5005166-1,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Ninjago: Character Encyclopedia: Updated and Expanded,https://cdn.rebrickable.com/media/sets/5005166-1.jpg,497,Books,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5005174-1,"['71741-1', '41101-1', '71799-1', '41449-1', '41130-1']",City: Build Your Own Adventure,https://cdn.rebrickable.com/media/sets/5005174-1.jpg,497,Books,99,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5005379-1,[],DC Comics Super Heroes: The Awesome Guide,https://cdn.rebrickable.com/media/sets/5005379-1.jpg,497,Books,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,5005608-1,[],Science: A LEGO Adventure in the Real World,https://cdn.rebrickable.com/media/sets/5005608-1.jpg,497,Books,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,5005629-1,"['71736-1', '6211-1', '41130-1', '71737-1', '75092-1']",Chain Reactions,https://cdn.rebrickable.com/media/sets/5005629-1.jpg,497,Books,40,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5005655-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Disney Princess: Build Your Own Adventure,https://cdn.rebrickable.com/media/sets/5005655-1.jpg,497,Books,83,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5005656-1,"['71741-1', '41130-1', '71799-1', '41400-1', '71705-1']",Ninjago: Build Your Own Adventure: Greatest Ninja Battles,https://cdn.rebrickable.com/media/sets/5005656-1.jpg,497,Books,72,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5005666-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Animal Atlas,https://cdn.rebrickable.com/media/sets/5005666-1.jpg,497,Books,60,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5005695-1,"['71741-1', '41400-1', '71799-1', '3315-1', '41008-1']",Ninjago: Ninja vs. Dragon Hunters,https://cdn.rebrickable.com/media/sets/5005695-1.jpg,497,Books,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5005697-1,"['9780241295168-1', '9788325338220-1', '9788325340070-1', '9788325340599-1', '30530-1']",Countdown to Christmas,https://cdn.rebrickable.com/media/sets/5005697-1.jpg,497,Books,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5005904-1,"['71741-1', '71799-1', '41130-1', '71705-1', '41400-1']",Christmas Ideas,https://cdn.rebrickable.com/media/sets/5005904-1.jpg,497,Books,41,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5005905-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Harry Potter: Build Your Own Adventure,https://cdn.rebrickable.com/media/sets/5005905-1.jpg,497,Books,101,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5005947-1,"['41403-1', '75203-1', '9783960807483-1', '71754-1', '41376-1']",Jurassic World: Jurassic Hero,https://cdn.rebrickable.com/media/sets/5005947-1.jpg,497,Books,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,5005948-1,"['71741-1', '71705-1', '71735-1', '71737-1', '71797-1']",Ninjago: Wielkie Starcie,https://cdn.rebrickable.com/media/sets/5005948-1.jpg,497,Books,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5005967-1,"['71741-1', '71799-1', '41101-1', '41732-1', '41436-1']",Disney Princess: Meet the Princesses,https://cdn.rebrickable.com/media/sets/5005967-1.jpg,497,Books,25,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,5006044-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Amazing Vehicles,https://cdn.rebrickable.com/media/sets/5006044-1.jpg,497,Books,61,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,5006058-1,"['71741-1', '75021-1', '9551-1', '7676-1', '71735-1']","Ninjago: Visual Dictionary, New Edition",https://cdn.rebrickable.com/media/sets/5006058-1.jpg,497,Books,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,5006097-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",The Book of Bedtime Builds,https://cdn.rebrickable.com/media/sets/5006097-1.jpg,497,Books,68,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5006256-1,"['71705-1', '71735-1', '71737-1', '71708-1', '71739-1']",Ninjago: Choose Your Ninja Mission,https://cdn.rebrickable.com/media/sets/5006256-1.jpg,497,Books,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5006257-1,"['71741-1', '71735-1', '75053-1', '75290-1', '71799-1']",Star Wars: Character Encyclopedia: New Edition,https://cdn.rebrickable.com/media/sets/5006257-1.jpg,497,Books,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5006806-1,"['71741-1', '71799-1', '41101-1', '71705-1', '75053-1']",City: Build Your Own Adventure: Catch The Crooks,https://cdn.rebrickable.com/media/sets/5006806-1.jpg,497,Books,70,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5006807-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41732-1']",Cute Ideas,https://cdn.rebrickable.com/media/sets/5006807-1.jpg,497,Books,35,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5006809-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",The LEGO Games Book,https://cdn.rebrickable.com/media/sets/5006809-1.jpg,497,Books,45,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5006824-1,"['71741-1', '41410-1', '41378-1', '41101-1', '71754-1']",Make Your Own Movie,https://cdn.rebrickable.com/media/sets/5006824-1.jpg,497,Books,36,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,5006851-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Super Nature,https://cdn.rebrickable.com/media/sets/5006851-1.jpg,497,Books,51,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5006853-1,"['41662-1', '71735-1', '71741-1', '41402-1', '41407-1']",Star Wars: Yoda's Galaxy Atlas,https://cdn.rebrickable.com/media/sets/5006853-1.jpg,497,Books,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5006857-1,[],Jurassic World: The Dino Files,https://cdn.rebrickable.com/media/sets/5006857-1.jpg,497,Books,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5006880-1,"['9780794449261-1', 'HPBOOK-1', '9781780559773-1', '3467702-1', '5005905-1']",Harry Potter: Magical Treasury: A Visual Guide to the Wizarding World,https://cdn.rebrickable.com/media/sets/5006880-1.jpg,497,Books,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5006883-1,"['71741-1', '71799-1', '41732-1', '41101-1', '41435-1']",Halloween Ideas,https://cdn.rebrickable.com/media/sets/5006883-1.jpg,497,Books,30,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5007024-1,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Anniversary Box,https://cdn.rebrickable.com/media/sets/5007024-1.jpg,497,Books,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5007214-1,"['9780794449261-1', 'HPBOOK-1', '9781780559773-1', '3467702-1', '5005905-1']",Harry Potter: Hogwarts at Christmas,https://cdn.rebrickable.com/media/sets/5007214-1.jpg,497,Books,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5007215-1,"['71741-1', '71799-1', '71705-1', '41101-1', '75208-1']",Magical Ideas,https://cdn.rebrickable.com/media/sets/5007215-1.jpg,497,Books,32,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5007367-1,"['9780794449261-1', 'HPBOOK-1', '9780794448073-1', '9781780558615-1', '41689-1']",Harry Potter: Magical Secrets,https://cdn.rebrickable.com/media/sets/5007367-1.jpg,497,Books,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5007368-1,"['41403-1', '75203-1', '71754-1', '5005947-1', '70594-1']",Jurassic World: Dinosaur Adventures,https://cdn.rebrickable.com/media/sets/5007368-1.jpg,497,Books,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,5007369-1,"['71741-1', '71799-1', '41670-1', '41400-1', '41130-1']",City: Stop the Fire!,https://cdn.rebrickable.com/media/sets/5007369-1.jpg,497,Books,20,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,5007370-1,"['71741-1', '41101-1', '3188-1', '3315-1', '41406-1']",City: Happy To Help!,https://cdn.rebrickable.com/media/sets/5007370-1.jpg,497,Books,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,5007372-1,"['5907762001021-1', '9780794449261-1', '9780794451110-1', '9781338311471-1', '9782378891138-1']",Harry Potter: Wizarding Duels: Potter vs Malfoy,https://cdn.rebrickable.com/media/sets/5007372-1.jpg,497,Books,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,5007373-1,"['5007372-1', '5907762001021-1', '9780794451110-1', '9781338311471-1', '9781780557885-1']",Harry Potter: Let's Play Quidditch,https://cdn.rebrickable.com/media/sets/5007373-1.jpg,497,Books,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,5007524-1,"['71754-1', '41751-1', '41410-1', '41704-1', '41058-1']",Minifigure Mission,https://cdn.rebrickable.com/media/sets/5007524-1.jpg,497,Books,10,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5007542-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",5-Minute Builds,https://cdn.rebrickable.com/media/sets/5007542-1.jpg,497,Books,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
